2023-02-25,2
2023-02-18,2
2023-02-17,2
2023-02-16,2
2023-02-14,0
2023-02-06,2
2023-02-05,2
2023-02-04,2
2023-02-03,0
2023-02-02,2
2023-01-30,2
2023-01-29,2
2023-01-28,2
2023-01-27,2
2023-01-25,0
2023-01-24,2
