Date,Bath,Morning Bowel Movement,Wake Up Early,Sleep on Time,Cycling,Night Brush,Color,Junk food,Read book when not sleeping,Productive thing,Cat cutie 🐱,agd/am,Swarma,Waffle,Burger,Pizza,Wrap,Maggie,French Fry/Chili potato,Garlic Bread,Kurkure/Snacks,Samosa/ Oily stuffs,Momos,Chicken,
2023-02-15,Entry(timestamp=2023-02-15, value=2),Entry(timestamp=2023-02-15, value=2),Entry(timestamp=2023-02-15, value=8000),Entry(timestamp=2023-02-15, value=1100),Entry(timestamp=2023-02-15, value=-1),Entry(timestamp=2023-02-15, value=-1),Entry(timestamp=2023-02-15, value=2000),Entry(timestamp=2023-02-15, value=1000),Entry(timestamp=2023-02-15, value=2),Entry(timestamp=2023-02-15, value=2),Entry(timestamp=2023-02-15, value=-1),Entry(timestamp=2023-02-15, value=-1),Entry(timestamp=2023-02-15, value=-1),Entry(timestamp=2023-02-15, value=-1),Entry(timestamp=2023-02-15, value=-1),Entry(timestamp=2023-02-15, value=-1),Entry(timestamp=2023-02-15, value=-1),Entry(timestamp=2023-02-15, value=0),Entry(timestamp=2023-02-15, value=2),Entry(timestamp=2023-02-15, value=-1),Entry(timestamp=2023-02-15, value=-1),Entry(timestamp=2023-02-15, value=-1),Entry(timestamp=2023-02-15, value=-1),Entry(timestamp=2023-02-15, value=-1),
2023-02-14,Entry(timestamp=2023-02-14, value=2),Entry(timestamp=2023-02-14, value=2),Entry(timestamp=2023-02-14, value=8000),Entry(timestamp=2023-02-14, value=450),Entry(timestamp=2023-02-14, value=-1),Entry(timestamp=2023-02-14, value=0),Entry(timestamp=2023-02-14, value=1000),Entry(timestamp=2023-02-14, value=1000),Entry(timestamp=2023-02-14, value=-1),Entry(timestamp=2023-02-14, value=2),Entry(timestamp=2023-02-14, value=-1),Entry(timestamp=2023-02-14, value=-1),Entry(timestamp=2023-02-14, value=-1),Entry(timestamp=2023-02-14, value=-1),Entry(timestamp=2023-02-14, value=-1),Entry(timestamp=2023-02-14, value=-1),Entry(timestamp=2023-02-14, value=-1),Entry(timestamp=2023-02-14, value=2),Entry(timestamp=2023-02-14, value=-1),Entry(timestamp=2023-02-14, value=-1),Entry(timestamp=2023-02-14, value=-1),Entry(timestamp=2023-02-14, value=-1),Entry(timestamp=2023-02-14, value=-1),Entry(timestamp=2023-02-14, value=-1),
2023-02-13,Entry(timestamp=2023-02-13, value=2),Entry(timestamp=2023-02-13, value=-1),Entry(timestamp=2023-02-13, value=10000),Entry(timestamp=2023-02-13, value=50),Entry(timestamp=2023-02-13, value=-1),Entry(timestamp=2023-02-13, value=-1),Entry(timestamp=2023-02-13, value=1000),Entry(timestamp=2023-02-13, value=-1),Entry(timestamp=2023-02-13, value=-1),Entry(timestamp=2023-02-13, value=2),Entry(timestamp=2023-02-13, value=-1),Entry(timestamp=2023-02-13, value=-1),Entry(timestamp=2023-02-13, value=-1),Entry(timestamp=2023-02-13, value=-1),Entry(timestamp=2023-02-13, value=-1),Entry(timestamp=2023-02-13, value=-1),Entry(timestamp=2023-02-13, value=-1),Entry(timestamp=2023-02-13, value=-1),Entry(timestamp=2023-02-13, value=-1),Entry(timestamp=2023-02-13, value=-1),Entry(timestamp=2023-02-13, value=-1),Entry(timestamp=2023-02-13, value=-1),Entry(timestamp=2023-02-13, value=-1),Entry(timestamp=2023-02-13, value=-1),
2023-02-12,Entry(timestamp=2023-02-12, value=2),Entry(timestamp=2023-02-12, value=2),Entry(timestamp=2023-02-12, value=8300),Entry(timestamp=2023-02-12, value=50),Entry(timestamp=2023-02-12, value=-1),Entry(timestamp=2023-02-12, value=-1),Entry(timestamp=2023-02-12, value=-1),Entry(timestamp=2023-02-12, value=-1),Entry(timestamp=2023-02-12, value=-1),Entry(timestamp=2023-02-12, value=-1),Entry(timestamp=2023-02-12, value=-1),Entry(timestamp=2023-02-12, value=-1),Entry(timestamp=2023-02-12, value=-1),Entry(timestamp=2023-02-12, value=-1),Entry(timestamp=2023-02-12, value=-1),Entry(timestamp=2023-02-12, value=-1),Entry(timestamp=2023-02-12, value=-1),Entry(timestamp=2023-02-12, value=-1),Entry(timestamp=2023-02-12, value=-1),Entry(timestamp=2023-02-12, value=-1),Entry(timestamp=2023-02-12, value=-1),Entry(timestamp=2023-02-12, value=-1),Entry(timestamp=2023-02-12, value=-1),Entry(timestamp=2023-02-12, value=-1),
2023-02-11,Entry(timestamp=2023-02-11, value=2),Entry(timestamp=2023-02-11, value=2),Entry(timestamp=2023-02-11, value=9000),Entry(timestamp=2023-02-11, value=300),Entry(timestamp=2023-02-11, value=-1),Entry(timestamp=2023-02-11, value=-1),Entry(timestamp=2023-02-11, value=-1),Entry(timestamp=2023-02-11, value=-1),Entry(timestamp=2023-02-11, value=0),Entry(timestamp=2023-02-11, value=2),Entry(timestamp=2023-02-11, value=-1),Entry(timestamp=2023-02-11, value=-1),Entry(timestamp=2023-02-11, value=-1),Entry(timestamp=2023-02-11, value=-1),Entry(timestamp=2023-02-11, value=-1),Entry(timestamp=2023-02-11, value=-1),Entry(timestamp=2023-02-11, value=-1),Entry(timestamp=2023-02-11, value=-1),Entry(timestamp=2023-02-11, value=-1),Entry(timestamp=2023-02-11, value=-1),Entry(timestamp=2023-02-11, value=-1),Entry(timestamp=2023-02-11, value=-1),Entry(timestamp=2023-02-11, value=-1),Entry(timestamp=2023-02-11, value=-1),
2023-02-10,Entry(timestamp=2023-02-10, value=2),Entry(timestamp=2023-02-10, value=2),Entry(timestamp=2023-02-10, value=11300),Entry(timestamp=2023-02-10, value=1000),Entry(timestamp=2023-02-10, value=-1),Entry(timestamp=2023-02-10, value=-1),Entry(timestamp=2023-02-10, value=-1),Entry(timestamp=2023-02-10, value=2000),Entry(timestamp=2023-02-10, value=-1),Entry(timestamp=2023-02-10, value=-1),Entry(timestamp=2023-02-10, value=-1),Entry(timestamp=2023-02-10, value=-1),Entry(timestamp=2023-02-10, value=2),Entry(timestamp=2023-02-10, value=-1),Entry(timestamp=2023-02-10, value=-1),Entry(timestamp=2023-02-10, value=-1),Entry(timestamp=2023-02-10, value=-1),Entry(timestamp=2023-02-10, value=-1),Entry(timestamp=2023-02-10, value=-1),Entry(timestamp=2023-02-10, value=-1),Entry(timestamp=2023-02-10, value=-1),Entry(timestamp=2023-02-10, value=-1),Entry(timestamp=2023-02-10, value=-1),Entry(timestamp=2023-02-10, value=-1),
2023-02-09,Entry(timestamp=2023-02-09, value=2),Entry(timestamp=2023-02-09, value=-1),Entry(timestamp=2023-02-09, value=10000),Entry(timestamp=2023-02-09, value=3000),Entry(timestamp=2023-02-09, value=-1),Entry(timestamp=2023-02-09, value=-1),Entry(timestamp=2023-02-09, value=-1),Entry(timestamp=2023-02-09, value=-1),Entry(timestamp=2023-02-09, value=-1),Entry(timestamp=2023-02-09, value=-1),Entry(timestamp=2023-02-09, value=-1),Entry(timestamp=2023-02-09, value=-1),Entry(timestamp=2023-02-09, value=-1),Entry(timestamp=2023-02-09, value=-1),Entry(timestamp=2023-02-09, value=-1),Entry(timestamp=2023-02-09, value=-1),Entry(timestamp=2023-02-09, value=-1),Entry(timestamp=2023-02-09, value=-1),Entry(timestamp=2023-02-09, value=-1),Entry(timestamp=2023-02-09, value=-1),Entry(timestamp=2023-02-09, value=-1),Entry(timestamp=2023-02-09, value=-1),Entry(timestamp=2023-02-09, value=-1),Entry(timestamp=2023-02-09, value=-1),
2023-02-08,Entry(timestamp=2023-02-08, value=2),Entry(timestamp=2023-02-08, value=-1),Entry(timestamp=2023-02-08, value=9300),Entry(timestamp=2023-02-08, value=550),Entry(timestamp=2023-02-08, value=-1),Entry(timestamp=2023-02-08, value=-1),Entry(timestamp=2023-02-08, value=-1),Entry(timestamp=2023-02-08, value=-1),Entry(timestamp=2023-02-08, value=-1),Entry(timestamp=2023-02-08, value=-1),Entry(timestamp=2023-02-08, value=-1),Entry(timestamp=2023-02-08, value=-1),Entry(timestamp=2023-02-08, value=-1),Entry(timestamp=2023-02-08, value=-1),Entry(timestamp=2023-02-08, value=-1),Entry(timestamp=2023-02-08, value=-1),Entry(timestamp=2023-02-08, value=-1),Entry(timestamp=2023-02-08, value=-1),Entry(timestamp=2023-02-08, value=-1),Entry(timestamp=2023-02-08, value=-1),Entry(timestamp=2023-02-08, value=-1),Entry(timestamp=2023-02-08, value=-1),Entry(timestamp=2023-02-08, value=-1),Entry(timestamp=2023-02-08, value=-1),
2023-02-07,Entry(timestamp=2023-02-07, value=2),Entry(timestamp=2023-02-07, value=-1),Entry(timestamp=2023-02-07, value=9150),Entry(timestamp=2023-02-07, value=400),Entry(timestamp=2023-02-07, value=-1),Entry(timestamp=2023-02-07, value=-1),Entry(timestamp=2023-02-07, value=-1),Entry(timestamp=2023-02-07, value=-1),Entry(timestamp=2023-02-07, value=-1),Entry(timestamp=2023-02-07, value=-1),Entry(timestamp=2023-02-07, value=-1),Entry(timestamp=2023-02-07, value=-1),Entry(timestamp=2023-02-07, value=-1),Entry(timestamp=2023-02-07, value=-1),Entry(timestamp=2023-02-07, value=-1),Entry(timestamp=2023-02-07, value=-1),Entry(timestamp=2023-02-07, value=-1),Entry(timestamp=2023-02-07, value=-1),Entry(timestamp=2023-02-07, value=-1),Entry(timestamp=2023-02-07, value=-1),Entry(timestamp=2023-02-07, value=-1),Entry(timestamp=2023-02-07, value=-1),Entry(timestamp=2023-02-07, value=-1),Entry(timestamp=2023-02-07, value=-1),
2023-02-06,Entry(timestamp=2023-02-06, value=2),Entry(timestamp=2023-02-06, value=-1),Entry(timestamp=2023-02-06, value=8350),Entry(timestamp=2023-02-06, value=500),Entry(timestamp=2023-02-06, value=-1),Entry(timestamp=2023-02-06, value=2),Entry(timestamp=2023-02-06, value=-1),Entry(timestamp=2023-02-06, value=-1),Entry(timestamp=2023-02-06, value=-1),Entry(timestamp=2023-02-06, value=-1),Entry(timestamp=2023-02-06, value=-1),Entry(timestamp=2023-02-06, value=-1),Entry(timestamp=2023-02-06, value=-1),Entry(timestamp=2023-02-06, value=-1),Entry(timestamp=2023-02-06, value=-1),Entry(timestamp=2023-02-06, value=-1),Entry(timestamp=2023-02-06, value=-1),Entry(timestamp=2023-02-06, value=-1),Entry(timestamp=2023-02-06, value=-1),Entry(timestamp=2023-02-06, value=-1),Entry(timestamp=2023-02-06, value=-1),Entry(timestamp=2023-02-06, value=-1),Entry(timestamp=2023-02-06, value=-1),Entry(timestamp=2023-02-06, value=-1),
2023-02-05,Entry(timestamp=2023-02-05, value=2),Entry(timestamp=2023-02-05, value=-1),Entry(timestamp=2023-02-05, value=10200),Entry(timestamp=2023-02-05, value=11350),Entry(timestamp=2023-02-05, value=-1),Entry(timestamp=2023-02-05, value=2),Entry(timestamp=2023-02-05, value=-1),Entry(timestamp=2023-02-05, value=-1),Entry(timestamp=2023-02-05, value=-1),Entry(timestamp=2023-02-05, value=-1),Entry(timestamp=2023-02-05, value=-1),Entry(timestamp=2023-02-05, value=-1),Entry(timestamp=2023-02-05, value=-1),Entry(timestamp=2023-02-05, value=-1),Entry(timestamp=2023-02-05, value=-1),Entry(timestamp=2023-02-05, value=-1),Entry(timestamp=2023-02-05, value=-1),Entry(timestamp=2023-02-05, value=-1),Entry(timestamp=2023-02-05, value=-1),Entry(timestamp=2023-02-05, value=-1),Entry(timestamp=2023-02-05, value=-1),Entry(timestamp=2023-02-05, value=-1),Entry(timestamp=2023-02-05, value=-1),Entry(timestamp=2023-02-05, value=-1),
2023-02-04,Entry(timestamp=2023-02-04, value=2),Entry(timestamp=2023-02-04, value=-1),Entry(timestamp=2023-02-04, value=7300),Entry(timestamp=2023-02-04, value=50),Entry(timestamp=2023-02-04, value=-1),Entry(timestamp=2023-02-04, value=2),Entry(timestamp=2023-02-04, value=-1),Entry(timestamp=2023-02-04, value=-1),Entry(timestamp=2023-02-04, value=-1),Entry(timestamp=2023-02-04, value=-1),Entry(timestamp=2023-02-04, value=-1),Entry(timestamp=2023-02-04, value=-1),Entry(timestamp=2023-02-04, value=-1),Entry(timestamp=2023-02-04, value=-1),Entry(timestamp=2023-02-04, value=-1),Entry(timestamp=2023-02-04, value=-1),Entry(timestamp=2023-02-04, value=-1),Entry(timestamp=2023-02-04, value=-1),Entry(timestamp=2023-02-04, value=-1),Entry(timestamp=2023-02-04, value=-1),Entry(timestamp=2023-02-04, value=-1),Entry(timestamp=2023-02-04, value=-1),Entry(timestamp=2023-02-04, value=-1),Entry(timestamp=2023-02-04, value=-1),
2023-02-03,Entry(timestamp=2023-02-03, value=2),Entry(timestamp=2023-02-03, value=-1),Entry(timestamp=2023-02-03, value=11000),Entry(timestamp=2023-02-03, value=50),Entry(timestamp=2023-02-03, value=-1),Entry(timestamp=2023-02-03, value=0),Entry(timestamp=2023-02-03, value=-1),Entry(timestamp=2023-02-03, value=-1),Entry(timestamp=2023-02-03, value=-1),Entry(timestamp=2023-02-03, value=-1),Entry(timestamp=2023-02-03, value=-1),Entry(timestamp=2023-02-03, value=-1),Entry(timestamp=2023-02-03, value=-1),Entry(timestamp=2023-02-03, value=-1),Entry(timestamp=2023-02-03, value=-1),Entry(timestamp=2023-02-03, value=-1),Entry(timestamp=2023-02-03, value=-1),Entry(timestamp=2023-02-03, value=-1),Entry(timestamp=2023-02-03, value=-1),Entry(timestamp=2023-02-03, value=-1),Entry(timestamp=2023-02-03, value=-1),Entry(timestamp=2023-02-03, value=-1),Entry(timestamp=2023-02-03, value=-1),Entry(timestamp=2023-02-03, value=-1),
2023-02-02,Entry(timestamp=2023-02-02, value=2),Entry(timestamp=2023-02-02, value=-1),Entry(timestamp=2023-02-02, value=11450),Entry(timestamp=2023-02-02, value=2000),Entry(timestamp=2023-02-02, value=2000),Entry(timestamp=2023-02-02, value=2),Entry(timestamp=2023-02-02, value=-1),Entry(timestamp=2023-02-02, value=-1),Entry(timestamp=2023-02-02, value=-1),Entry(timestamp=2023-02-02, value=-1),Entry(timestamp=2023-02-02, value=-1),Entry(timestamp=2023-02-02, value=-1),Entry(timestamp=2023-02-02, value=-1),Entry(timestamp=2023-02-02, value=-1),Entry(timestamp=2023-02-02, value=-1),Entry(timestamp=2023-02-02, value=-1),Entry(timestamp=2023-02-02, value=-1),Entry(timestamp=2023-02-02, value=-1),Entry(timestamp=2023-02-02, value=-1),Entry(timestamp=2023-02-02, value=-1),Entry(timestamp=2023-02-02, value=-1),Entry(timestamp=2023-02-02, value=-1),Entry(timestamp=2023-02-02, value=-1),Entry(timestamp=2023-02-02, value=-1),
2023-02-01,Entry(timestamp=2023-02-01, value=2),Entry(timestamp=2023-02-01, value=-1),Entry(timestamp=2023-02-01, value=10300),Entry(timestamp=2023-02-01, value=2000),Entry(timestamp=2023-02-01, value=-1),Entry(timestamp=2023-02-01, value=-1),Entry(timestamp=2023-02-01, value=-1),Entry(timestamp=2023-02-01, value=-1),Entry(timestamp=2023-02-01, value=-1),Entry(timestamp=2023-02-01, value=-1),Entry(timestamp=2023-02-01, value=-1),Entry(timestamp=2023-02-01, value=-1),Entry(timestamp=2023-02-01, value=-1),Entry(timestamp=2023-02-01, value=-1),Entry(timestamp=2023-02-01, value=-1),Entry(timestamp=2023-02-01, value=-1),Entry(timestamp=2023-02-01, value=-1),Entry(timestamp=2023-02-01, value=-1),Entry(timestamp=2023-02-01, value=-1),Entry(timestamp=2023-02-01, value=-1),Entry(timestamp=2023-02-01, value=-1),Entry(timestamp=2023-02-01, value=-1),Entry(timestamp=2023-02-01, value=-1),Entry(timestamp=2023-02-01, value=-1),
2023-01-31,Entry(timestamp=2023-01-31, value=2),Entry(timestamp=2023-01-31, value=-1),Entry(timestamp=2023-01-31, value=10000),Entry(timestamp=2023-01-31, value=2500),Entry(timestamp=2023-01-31, value=-1),Entry(timestamp=2023-01-31, value=-1),Entry(timestamp=2023-01-31, value=-1),Entry(timestamp=2023-01-31, value=-1),Entry(timestamp=2023-01-31, value=-1),Entry(timestamp=2023-01-31, value=-1),Entry(timestamp=2023-01-31, value=-1),Entry(timestamp=2023-01-31, value=-1),Entry(timestamp=2023-01-31, value=-1),Entry(timestamp=2023-01-31, value=-1),Entry(timestamp=2023-01-31, value=-1),Entry(timestamp=2023-01-31, value=-1),Entry(timestamp=2023-01-31, value=-1),Entry(timestamp=2023-01-31, value=-1),Entry(timestamp=2023-01-31, value=-1),Entry(timestamp=2023-01-31, value=-1),Entry(timestamp=2023-01-31, value=-1),Entry(timestamp=2023-01-31, value=-1),Entry(timestamp=2023-01-31, value=-1),Entry(timestamp=2023-01-31, value=-1),
2023-01-30,Entry(timestamp=2023-01-30, value=-1),Entry(timestamp=2023-01-30, value=-1),Entry(timestamp=2023-01-30, value=-1),Entry(timestamp=2023-01-30, value=300),Entry(timestamp=2023-01-30, value=-1),Entry(timestamp=2023-01-30, value=2),Entry(timestamp=2023-01-30, value=-1),Entry(timestamp=2023-01-30, value=-1),Entry(timestamp=2023-01-30, value=-1),Entry(timestamp=2023-01-30, value=-1),Entry(timestamp=2023-01-30, value=-1),Entry(timestamp=2023-01-30, value=-1),Entry(timestamp=2023-01-30, value=-1),Entry(timestamp=2023-01-30, value=-1),Entry(timestamp=2023-01-30, value=-1),Entry(timestamp=2023-01-30, value=-1),Entry(timestamp=2023-01-30, value=-1),Entry(timestamp=2023-01-30, value=-1),Entry(timestamp=2023-01-30, value=-1),Entry(timestamp=2023-01-30, value=-1),Entry(timestamp=2023-01-30, value=-1),Entry(timestamp=2023-01-30, value=-1),Entry(timestamp=2023-01-30, value=-1),Entry(timestamp=2023-01-30, value=-1),
2023-01-29,Entry(timestamp=2023-01-29, value=2),Entry(timestamp=2023-01-29, value=-1),Entry(timestamp=2023-01-29, value=-1),Entry(timestamp=2023-01-29, value=-1),Entry(timestamp=2023-01-29, value=-1),Entry(timestamp=2023-01-29, value=2),Entry(timestamp=2023-01-29, value=-1),Entry(timestamp=2023-01-29, value=-1),Entry(timestamp=2023-01-29, value=-1),Entry(timestamp=2023-01-29, value=-1),Entry(timestamp=2023-01-29, value=-1),Entry(timestamp=2023-01-29, value=-1),Entry(timestamp=2023-01-29, value=-1),Entry(timestamp=2023-01-29, value=-1),Entry(timestamp=2023-01-29, value=-1),Entry(timestamp=2023-01-29, value=-1),Entry(timestamp=2023-01-29, value=-1),Entry(timestamp=2023-01-29, value=-1),Entry(timestamp=2023-01-29, value=-1),Entry(timestamp=2023-01-29, value=-1),Entry(timestamp=2023-01-29, value=-1),Entry(timestamp=2023-01-29, value=-1),Entry(timestamp=2023-01-29, value=-1),Entry(timestamp=2023-01-29, value=-1),
2023-01-28,Entry(timestamp=2023-01-28, value=2),Entry(timestamp=2023-01-28, value=-1),Entry(timestamp=2023-01-28, value=-1),Entry(timestamp=2023-01-28, value=-1),Entry(timestamp=2023-01-28, value=-1),Entry(timestamp=2023-01-28, value=2),Entry(timestamp=2023-01-28, value=-1),Entry(timestamp=2023-01-28, value=-1),Entry(timestamp=2023-01-28, value=-1),Entry(timestamp=2023-01-28, value=-1),Entry(timestamp=2023-01-28, value=-1),Entry(timestamp=2023-01-28, value=-1),Entry(timestamp=2023-01-28, value=-1),Entry(timestamp=2023-01-28, value=-1),Entry(timestamp=2023-01-28, value=-1),Entry(timestamp=2023-01-28, value=-1),Entry(timestamp=2023-01-28, value=-1),Entry(timestamp=2023-01-28, value=-1),Entry(timestamp=2023-01-28, value=-1),Entry(timestamp=2023-01-28, value=-1),Entry(timestamp=2023-01-28, value=-1),Entry(timestamp=2023-01-28, value=-1),Entry(timestamp=2023-01-28, value=-1),Entry(timestamp=2023-01-28, value=-1),
2023-01-27,Entry(timestamp=2023-01-27, value=2),Entry(timestamp=2023-01-27, value=-1),Entry(timestamp=2023-01-27, value=-1),Entry(timestamp=2023-01-27, value=-1),Entry(timestamp=2023-01-27, value=3000),Entry(timestamp=2023-01-27, value=2),Entry(timestamp=2023-01-27, value=-1),Entry(timestamp=2023-01-27, value=-1),Entry(timestamp=2023-01-27, value=-1),Entry(timestamp=2023-01-27, value=-1),Entry(timestamp=2023-01-27, value=-1),Entry(timestamp=2023-01-27, value=-1),Entry(timestamp=2023-01-27, value=-1),Entry(timestamp=2023-01-27, value=-1),Entry(timestamp=2023-01-27, value=-1),Entry(timestamp=2023-01-27, value=-1),Entry(timestamp=2023-01-27, value=-1),Entry(timestamp=2023-01-27, value=-1),Entry(timestamp=2023-01-27, value=-1),Entry(timestamp=2023-01-27, value=-1),Entry(timestamp=2023-01-27, value=-1),Entry(timestamp=2023-01-27, value=-1),Entry(timestamp=2023-01-27, value=-1),Entry(timestamp=2023-01-27, value=-1),
2023-01-26,Entry(timestamp=2023-01-26, value=2),Entry(timestamp=2023-01-26, value=-1),Entry(timestamp=2023-01-26, value=-1),Entry(timestamp=2023-01-26, value=-1),Entry(timestamp=2023-01-26, value=-1),Entry(timestamp=2023-01-26, value=-1),Entry(timestamp=2023-01-26, value=-1),Entry(timestamp=2023-01-26, value=-1),Entry(timestamp=2023-01-26, value=-1),Entry(timestamp=2023-01-26, value=-1),Entry(timestamp=2023-01-26, value=-1),Entry(timestamp=2023-01-26, value=-1),Entry(timestamp=2023-01-26, value=-1),Entry(timestamp=2023-01-26, value=-1),Entry(timestamp=2023-01-26, value=-1),Entry(timestamp=2023-01-26, value=-1),Entry(timestamp=2023-01-26, value=-1),Entry(timestamp=2023-01-26, value=-1),Entry(timestamp=2023-01-26, value=-1),Entry(timestamp=2023-01-26, value=-1),Entry(timestamp=2023-01-26, value=-1),Entry(timestamp=2023-01-26, value=-1),Entry(timestamp=2023-01-26, value=-1),Entry(timestamp=2023-01-26, value=-1),
2023-01-25,Entry(timestamp=2023-01-25, value=2),Entry(timestamp=2023-01-25, value=-1),Entry(timestamp=2023-01-25, value=-1),Entry(timestamp=2023-01-25, value=-1),Entry(timestamp=2023-01-25, value=4000),Entry(timestamp=2023-01-25, value=0),Entry(timestamp=2023-01-25, value=-1),Entry(timestamp=2023-01-25, value=-1),Entry(timestamp=2023-01-25, value=-1),Entry(timestamp=2023-01-25, value=-1),Entry(timestamp=2023-01-25, value=-1),Entry(timestamp=2023-01-25, value=-1),Entry(timestamp=2023-01-25, value=-1),Entry(timestamp=2023-01-25, value=-1),Entry(timestamp=2023-01-25, value=-1),Entry(timestamp=2023-01-25, value=-1),Entry(timestamp=2023-01-25, value=-1),Entry(timestamp=2023-01-25, value=-1),Entry(timestamp=2023-01-25, value=-1),Entry(timestamp=2023-01-25, value=-1),Entry(timestamp=2023-01-25, value=-1),Entry(timestamp=2023-01-25, value=-1),Entry(timestamp=2023-01-25, value=-1),Entry(timestamp=2023-01-25, value=-1),
2023-01-24,Entry(timestamp=2023-01-24, value=2),Entry(timestamp=2023-01-24, value=-1),Entry(timestamp=2023-01-24, value=-1),Entry(timestamp=2023-01-24, value=-1),Entry(timestamp=2023-01-24, value=-1),Entry(timestamp=2023-01-24, value=2),Entry(timestamp=2023-01-24, value=-1),Entry(timestamp=2023-01-24, value=-1),Entry(timestamp=2023-01-24, value=-1),Entry(timestamp=2023-01-24, value=-1),Entry(timestamp=2023-01-24, value=-1),Entry(timestamp=2023-01-24, value=-1),Entry(timestamp=2023-01-24, value=-1),Entry(timestamp=2023-01-24, value=-1),Entry(timestamp=2023-01-24, value=-1),Entry(timestamp=2023-01-24, value=-1),Entry(timestamp=2023-01-24, value=-1),Entry(timestamp=2023-01-24, value=-1),Entry(timestamp=2023-01-24, value=-1),Entry(timestamp=2023-01-24, value=-1),Entry(timestamp=2023-01-24, value=-1),Entry(timestamp=2023-01-24, value=-1),Entry(timestamp=2023-01-24, value=-1),Entry(timestamp=2023-01-24, value=-1),
2023-01-23,Entry(timestamp=2023-01-23, value=2),Entry(timestamp=2023-01-23, value=-1),Entry(timestamp=2023-01-23, value=-1),Entry(timestamp=2023-01-23, value=-1),Entry(timestamp=2023-01-23, value=-1),Entry(timestamp=2023-01-23, value=-1),Entry(timestamp=2023-01-23, value=-1),Entry(timestamp=2023-01-23, value=-1),Entry(timestamp=2023-01-23, value=-1),Entry(timestamp=2023-01-23, value=-1),Entry(timestamp=2023-01-23, value=-1),Entry(timestamp=2023-01-23, value=-1),Entry(timestamp=2023-01-23, value=-1),Entry(timestamp=2023-01-23, value=-1),Entry(timestamp=2023-01-23, value=-1),Entry(timestamp=2023-01-23, value=-1),Entry(timestamp=2023-01-23, value=-1),Entry(timestamp=2023-01-23, value=-1),Entry(timestamp=2023-01-23, value=-1),Entry(timestamp=2023-01-23, value=-1),Entry(timestamp=2023-01-23, value=-1),Entry(timestamp=2023-01-23, value=-1),Entry(timestamp=2023-01-23, value=-1),Entry(timestamp=2023-01-23, value=-1),
2023-01-22,Entry(timestamp=2023-01-22, value=2),Entry(timestamp=2023-01-22, value=-1),Entry(timestamp=2023-01-22, value=-1),Entry(timestamp=2023-01-22, value=-1),Entry(timestamp=2023-01-22, value=10000),Entry(timestamp=2023-01-22, value=-1),Entry(timestamp=2023-01-22, value=-1),Entry(timestamp=2023-01-22, value=-1),Entry(timestamp=2023-01-22, value=-1),Entry(timestamp=2023-01-22, value=-1),Entry(timestamp=2023-01-22, value=-1),Entry(timestamp=2023-01-22, value=-1),Entry(timestamp=2023-01-22, value=-1),Entry(timestamp=2023-01-22, value=-1),Entry(timestamp=2023-01-22, value=-1),Entry(timestamp=2023-01-22, value=-1),Entry(timestamp=2023-01-22, value=-1),Entry(timestamp=2023-01-22, value=-1),Entry(timestamp=2023-01-22, value=-1),Entry(timestamp=2023-01-22, value=-1),Entry(timestamp=2023-01-22, value=-1),Entry(timestamp=2023-01-22, value=-1),Entry(timestamp=2023-01-22, value=-1),Entry(timestamp=2023-01-22, value=-1),
2023-01-21,Entry(timestamp=2023-01-21, value=2),Entry(timestamp=2023-01-21, value=-1),Entry(timestamp=2023-01-21, value=-1),Entry(timestamp=2023-01-21, value=-1),Entry(timestamp=2023-01-21, value=-1),Entry(timestamp=2023-01-21, value=-1),Entry(timestamp=2023-01-21, value=-1),Entry(timestamp=2023-01-21, value=-1),Entry(timestamp=2023-01-21, value=-1),Entry(timestamp=2023-01-21, value=-1),Entry(timestamp=2023-01-21, value=-1),Entry(timestamp=2023-01-21, value=-1),Entry(timestamp=2023-01-21, value=-1),Entry(timestamp=2023-01-21, value=-1),Entry(timestamp=2023-01-21, value=-1),Entry(timestamp=2023-01-21, value=-1),Entry(timestamp=2023-01-21, value=-1),Entry(timestamp=2023-01-21, value=-1),Entry(timestamp=2023-01-21, value=-1),Entry(timestamp=2023-01-21, value=-1),Entry(timestamp=2023-01-21, value=-1),Entry(timestamp=2023-01-21, value=-1),Entry(timestamp=2023-01-21, value=-1),Entry(timestamp=2023-01-21, value=-1),
2023-01-20,Entry(timestamp=2023-01-20, value=2),Entry(timestamp=2023-01-20, value=-1),Entry(timestamp=2023-01-20, value=-1),Entry(timestamp=2023-01-20, value=-1),Entry(timestamp=2023-01-20, value=-1),Entry(timestamp=2023-01-20, value=-1),Entry(timestamp=2023-01-20, value=-1),Entry(timestamp=2023-01-20, value=-1),Entry(timestamp=2023-01-20, value=-1),Entry(timestamp=2023-01-20, value=-1),Entry(timestamp=2023-01-20, value=-1),Entry(timestamp=2023-01-20, value=-1),Entry(timestamp=2023-01-20, value=-1),Entry(timestamp=2023-01-20, value=-1),Entry(timestamp=2023-01-20, value=-1),Entry(timestamp=2023-01-20, value=-1),Entry(timestamp=2023-01-20, value=-1),Entry(timestamp=2023-01-20, value=-1),Entry(timestamp=2023-01-20, value=-1),Entry(timestamp=2023-01-20, value=-1),Entry(timestamp=2023-01-20, value=-1),Entry(timestamp=2023-01-20, value=-1),Entry(timestamp=2023-01-20, value=-1),Entry(timestamp=2023-01-20, value=-1),
