Date,Bath,Morning Bowel Movement,Wake Up Early,Sleep on Time,Cycling,Night Brush,Color,Junk food,Read book when not sleeping,Productive thing,Cat cutie 🐱,agd/am,Swarma,Waffle,Burger,Pizza,Wrap,Maggie,French Fry/Chili potato,Garlic Bread,Kurkure/Snacks,Samosa/ Oily stuffs,Momos,Chicken,
2023-03-14,Entry(timestamp=2023-03-14, value=2),Entry(timestamp=2023-03-14, value=2),Entry(timestamp=2023-03-14, value=7150),Entry(timestamp=2023-03-14, value=1200),Entry(timestamp=2023-03-14, value=-1),Entry(timestamp=2023-03-14, value=-1),Entry(timestamp=2023-03-14, value=2000),Entry(timestamp=2023-03-14, value=1000),Entry(timestamp=2023-03-14, value=2),Entry(timestamp=2023-03-14, value=2),Entry(timestamp=2023-03-14, value=2),Entry(timestamp=2023-03-14, value=-1),Entry(timestamp=2023-03-14, value=-1),Entry(timestamp=2023-03-14, value=2),Entry(timestamp=2023-03-14, value=-1),Entry(timestamp=2023-03-14, value=-1),Entry(timestamp=2023-03-14, value=-1),Entry(timestamp=2023-03-14, value=-1),Entry(timestamp=2023-03-14, value=-1),Entry(timestamp=2023-03-14, value=-1),Entry(timestamp=2023-03-14, value=-1),Entry(timestamp=2023-03-14, value=-1),Entry(timestamp=2023-03-14, value=-1),Entry(timestamp=2023-03-14, value=-1),
2023-03-13,Entry(timestamp=2023-03-13, value=2),Entry(timestamp=2023-03-13, value=2),Entry(timestamp=2023-03-13, value=8000),Entry(timestamp=2023-03-13, value=11300),Entry(timestamp=2023-03-13, value=-1),Entry(timestamp=2023-03-13, value=-1),Entry(timestamp=2023-03-13, value=1000),Entry(timestamp=2023-03-13, value=1000),Entry(timestamp=2023-03-13, value=-1),Entry(timestamp=2023-03-13, value=-1),Entry(timestamp=2023-03-13, value=-1),Entry(timestamp=2023-03-13, value=-1),Entry(timestamp=2023-03-13, value=-1),Entry(timestamp=2023-03-13, value=-1),Entry(timestamp=2023-03-13, value=-1),Entry(timestamp=2023-03-13, value=-1),Entry(timestamp=2023-03-13, value=-1),Entry(timestamp=2023-03-13, value=-1),Entry(timestamp=2023-03-13, value=-1),Entry(timestamp=2023-03-13, value=-1),Entry(timestamp=2023-03-13, value=2),Entry(timestamp=2023-03-13, value=-1),Entry(timestamp=2023-03-13, value=-1),Entry(timestamp=2023-03-13, value=-1),
2023-03-12,Entry(timestamp=2023-03-12, value=2),Entry(timestamp=2023-03-12, value=2),Entry(timestamp=2023-03-12, value=8000),Entry(timestamp=2023-03-12, value=300),Entry(timestamp=2023-03-12, value=-1),Entry(timestamp=2023-03-12, value=-1),Entry(timestamp=2023-03-12, value=-1),Entry(timestamp=2023-03-12, value=-1),Entry(timestamp=2023-03-12, value=-1),Entry(timestamp=2023-03-12, value=-1),Entry(timestamp=2023-03-12, value=-1),Entry(timestamp=2023-03-12, value=-1),Entry(timestamp=2023-03-12, value=-1),Entry(timestamp=2023-03-12, value=-1),Entry(timestamp=2023-03-12, value=-1),Entry(timestamp=2023-03-12, value=-1),Entry(timestamp=2023-03-12, value=-1),Entry(timestamp=2023-03-12, value=-1),Entry(timestamp=2023-03-12, value=-1),Entry(timestamp=2023-03-12, value=-1),Entry(timestamp=2023-03-12, value=-1),Entry(timestamp=2023-03-12, value=-1),Entry(timestamp=2023-03-12, value=-1),Entry(timestamp=2023-03-12, value=-1),
2023-03-11,Entry(timestamp=2023-03-11, value=2),Entry(timestamp=2023-03-11, value=2),Entry(timestamp=2023-03-11, value=9000),Entry(timestamp=2023-03-11, value=300),Entry(timestamp=2023-03-11, value=-1),Entry(timestamp=2023-03-11, value=-1),Entry(timestamp=2023-03-11, value=-1),Entry(timestamp=2023-03-11, value=2000),Entry(timestamp=2023-03-11, value=-1),Entry(timestamp=2023-03-11, value=2),Entry(timestamp=2023-03-11, value=-1),Entry(timestamp=2023-03-11, value=-1),Entry(timestamp=2023-03-11, value=-1),Entry(timestamp=2023-03-11, value=-1),Entry(timestamp=2023-03-11, value=-1),Entry(timestamp=2023-03-11, value=-1),Entry(timestamp=2023-03-11, value=2),Entry(timestamp=2023-03-11, value=-1),Entry(timestamp=2023-03-11, value=-1),Entry(timestamp=2023-03-11, value=-1),Entry(timestamp=2023-03-11, value=2),Entry(timestamp=2023-03-11, value=-1),Entry(timestamp=2023-03-11, value=-1),Entry(timestamp=2023-03-11, value=-1),
2023-03-10,Entry(timestamp=2023-03-10, value=-1),Entry(timestamp=2023-03-10, value=2),Entry(timestamp=2023-03-10, value=8300),Entry(timestamp=2023-03-10, value=300),Entry(timestamp=2023-03-10, value=-1),Entry(timestamp=2023-03-10, value=-1),Entry(timestamp=2023-03-10, value=-1),Entry(timestamp=2023-03-10, value=1000),Entry(timestamp=2023-03-10, value=-1),Entry(timestamp=2023-03-10, value=-1),Entry(timestamp=2023-03-10, value=-1),Entry(timestamp=2023-03-10, value=-1),Entry(timestamp=2023-03-10, value=-1),Entry(timestamp=2023-03-10, value=-1),Entry(timestamp=2023-03-10, value=-1),Entry(timestamp=2023-03-10, value=-1),Entry(timestamp=2023-03-10, value=-1),Entry(timestamp=2023-03-10, value=-1),Entry(timestamp=2023-03-10, value=-1),Entry(timestamp=2023-03-10, value=-1),Entry(timestamp=2023-03-10, value=2),Entry(timestamp=2023-03-10, value=-1),Entry(timestamp=2023-03-10, value=-1),Entry(timestamp=2023-03-10, value=-1),
2023-03-09,Entry(timestamp=2023-03-09, value=2),Entry(timestamp=2023-03-09, value=2),Entry(timestamp=2023-03-09, value=9000),Entry(timestamp=2023-03-09, value=1100),Entry(timestamp=2023-03-09, value=-1),Entry(timestamp=2023-03-09, value=-1),Entry(timestamp=2023-03-09, value=1000),Entry(timestamp=2023-03-09, value=-1),Entry(timestamp=2023-03-09, value=-1),Entry(timestamp=2023-03-09, value=-1),Entry(timestamp=2023-03-09, value=-1),Entry(timestamp=2023-03-09, value=-1),Entry(timestamp=2023-03-09, value=-1),Entry(timestamp=2023-03-09, value=-1),Entry(timestamp=2023-03-09, value=-1),Entry(timestamp=2023-03-09, value=-1),Entry(timestamp=2023-03-09, value=-1),Entry(timestamp=2023-03-09, value=-1),Entry(timestamp=2023-03-09, value=-1),Entry(timestamp=2023-03-09, value=-1),Entry(timestamp=2023-03-09, value=-1),Entry(timestamp=2023-03-09, value=-1),Entry(timestamp=2023-03-09, value=-1),Entry(timestamp=2023-03-09, value=-1),
2023-03-08,Entry(timestamp=2023-03-08, value=2),Entry(timestamp=2023-03-08, value=-1),Entry(timestamp=2023-03-08, value=8000),Entry(timestamp=2023-03-08, value=500),Entry(timestamp=2023-03-08, value=-1),Entry(timestamp=2023-03-08, value=-1),Entry(timestamp=2023-03-08, value=-1),Entry(timestamp=2023-03-08, value=-1),Entry(timestamp=2023-03-08, value=-1),Entry(timestamp=2023-03-08, value=-1),Entry(timestamp=2023-03-08, value=-1),Entry(timestamp=2023-03-08, value=-1),Entry(timestamp=2023-03-08, value=-1),Entry(timestamp=2023-03-08, value=-1),Entry(timestamp=2023-03-08, value=-1),Entry(timestamp=2023-03-08, value=-1),Entry(timestamp=2023-03-08, value=-1),Entry(timestamp=2023-03-08, value=-1),Entry(timestamp=2023-03-08, value=-1),Entry(timestamp=2023-03-08, value=-1),Entry(timestamp=2023-03-08, value=-1),Entry(timestamp=2023-03-08, value=-1),Entry(timestamp=2023-03-08, value=-1),Entry(timestamp=2023-03-08, value=2),
2023-03-07,Entry(timestamp=2023-03-07, value=2),Entry(timestamp=2023-03-07, value=2),Entry(timestamp=2023-03-07, value=9000),Entry(timestamp=2023-03-07, value=300),Entry(timestamp=2023-03-07, value=-1),Entry(timestamp=2023-03-07, value=-1),Entry(timestamp=2023-03-07, value=-1),Entry(timestamp=2023-03-07, value=-1),Entry(timestamp=2023-03-07, value=-1),Entry(timestamp=2023-03-07, value=-1),Entry(timestamp=2023-03-07, value=-1),Entry(timestamp=2023-03-07, value=-1),Entry(timestamp=2023-03-07, value=-1),Entry(timestamp=2023-03-07, value=-1),Entry(timestamp=2023-03-07, value=-1),Entry(timestamp=2023-03-07, value=-1),Entry(timestamp=2023-03-07, value=-1),Entry(timestamp=2023-03-07, value=-1),Entry(timestamp=2023-03-07, value=-1),Entry(timestamp=2023-03-07, value=-1),Entry(timestamp=2023-03-07, value=-1),Entry(timestamp=2023-03-07, value=-1),Entry(timestamp=2023-03-07, value=-1),Entry(timestamp=2023-03-07, value=-1),
2023-03-06,Entry(timestamp=2023-03-06, value=2),Entry(timestamp=2023-03-06, value=2),Entry(timestamp=2023-03-06, value=9150),Entry(timestamp=2023-03-06, value=2000),Entry(timestamp=2023-03-06, value=-1),Entry(timestamp=2023-03-06, value=-1),Entry(timestamp=2023-03-06, value=1000),Entry(timestamp=2023-03-06, value=2000),Entry(timestamp=2023-03-06, value=-1),Entry(timestamp=2023-03-06, value=2),Entry(timestamp=2023-03-06, value=-1),Entry(timestamp=2023-03-06, value=-1),Entry(timestamp=2023-03-06, value=-1),Entry(timestamp=2023-03-06, value=-1),Entry(timestamp=2023-03-06, value=-1),Entry(timestamp=2023-03-06, value=-1),Entry(timestamp=2023-03-06, value=-1),Entry(timestamp=2023-03-06, value=-1),Entry(timestamp=2023-03-06, value=-1),Entry(timestamp=2023-03-06, value=-1),Entry(timestamp=2023-03-06, value=2),Entry(timestamp=2023-03-06, value=-1),Entry(timestamp=2023-03-06, value=-1),Entry(timestamp=2023-03-06, value=-1),
2023-03-05,Entry(timestamp=2023-03-05, value=2),Entry(timestamp=2023-03-05, value=-1),Entry(timestamp=2023-03-05, value=10050),Entry(timestamp=2023-03-05, value=1000),Entry(timestamp=2023-03-05, value=-1),Entry(timestamp=2023-03-05, value=-1),Entry(timestamp=2023-03-05, value=-1),Entry(timestamp=2023-03-05, value=1000),Entry(timestamp=2023-03-05, value=-1),Entry(timestamp=2023-03-05, value=2),Entry(timestamp=2023-03-05, value=2),Entry(timestamp=2023-03-05, value=-1),Entry(timestamp=2023-03-05, value=-1),Entry(timestamp=2023-03-05, value=-1),Entry(timestamp=2023-03-05, value=-1),Entry(timestamp=2023-03-05, value=-1),Entry(timestamp=2023-03-05, value=-1),Entry(timestamp=2023-03-05, value=-1),Entry(timestamp=2023-03-05, value=-1),Entry(timestamp=2023-03-05, value=-1),Entry(timestamp=2023-03-05, value=-1),Entry(timestamp=2023-03-05, value=-1),Entry(timestamp=2023-03-05, value=2),Entry(timestamp=2023-03-05, value=2),
2023-03-04,Entry(timestamp=2023-03-04, value=2),Entry(timestamp=2023-03-04, value=2),Entry(timestamp=2023-03-04, value=9150),Entry(timestamp=2023-03-04, value=2200),Entry(timestamp=2023-03-04, value=-1),Entry(timestamp=2023-03-04, value=-1),Entry(timestamp=2023-03-04, value=-1),Entry(timestamp=2023-03-04, value=-1),Entry(timestamp=2023-03-04, value=-1),Entry(timestamp=2023-03-04, value=-1),Entry(timestamp=2023-03-04, value=-1),Entry(timestamp=2023-03-04, value=-1),Entry(timestamp=2023-03-04, value=-1),Entry(timestamp=2023-03-04, value=-1),Entry(timestamp=2023-03-04, value=-1),Entry(timestamp=2023-03-04, value=-1),Entry(timestamp=2023-03-04, value=-1),Entry(timestamp=2023-03-04, value=-1),Entry(timestamp=2023-03-04, value=-1),Entry(timestamp=2023-03-04, value=-1),Entry(timestamp=2023-03-04, value=-1),Entry(timestamp=2023-03-04, value=-1),Entry(timestamp=2023-03-04, value=-1),Entry(timestamp=2023-03-04, value=-1),
2023-03-03,Entry(timestamp=2023-03-03, value=-1),Entry(timestamp=2023-03-03, value=-1),Entry(timestamp=2023-03-03, value=-1),Entry(timestamp=2023-03-03, value=2000),Entry(timestamp=2023-03-03, value=-1),Entry(timestamp=2023-03-03, value=-1),Entry(timestamp=2023-03-03, value=-1),Entry(timestamp=2023-03-03, value=-1),Entry(timestamp=2023-03-03, value=-1),Entry(timestamp=2023-03-03, value=-1),Entry(timestamp=2023-03-03, value=-1),Entry(timestamp=2023-03-03, value=-1),Entry(timestamp=2023-03-03, value=-1),Entry(timestamp=2023-03-03, value=-1),Entry(timestamp=2023-03-03, value=-1),Entry(timestamp=2023-03-03, value=-1),Entry(timestamp=2023-03-03, value=-1),Entry(timestamp=2023-03-03, value=-1),Entry(timestamp=2023-03-03, value=-1),Entry(timestamp=2023-03-03, value=-1),Entry(timestamp=2023-03-03, value=-1),Entry(timestamp=2023-03-03, value=-1),Entry(timestamp=2023-03-03, value=-1),Entry(timestamp=2023-03-03, value=-1),
2023-03-02,Entry(timestamp=2023-03-02, value=2),Entry(timestamp=2023-03-02, value=-1),Entry(timestamp=2023-03-02, value=8300),Entry(timestamp=2023-03-02, value=-1),Entry(timestamp=2023-03-02, value=-1),Entry(timestamp=2023-03-02, value=-1),Entry(timestamp=2023-03-02, value=-1),Entry(timestamp=2023-03-02, value=2000),Entry(timestamp=2023-03-02, value=-1),Entry(timestamp=2023-03-02, value=2),Entry(timestamp=2023-03-02, value=-1),Entry(timestamp=2023-03-02, value=-1),Entry(timestamp=2023-03-02, value=-1),Entry(timestamp=2023-03-02, value=-1),Entry(timestamp=2023-03-02, value=-1),Entry(timestamp=2023-03-02, value=-1),Entry(timestamp=2023-03-02, value=-1),Entry(timestamp=2023-03-02, value=-1),Entry(timestamp=2023-03-02, value=-1),Entry(timestamp=2023-03-02, value=-1),Entry(timestamp=2023-03-02, value=2),Entry(timestamp=2023-03-02, value=2),Entry(timestamp=2023-03-02, value=-1),Entry(timestamp=2023-03-02, value=-1),
2023-03-01,Entry(timestamp=2023-03-01, value=-1),Entry(timestamp=2023-03-01, value=0),Entry(timestamp=2023-03-01, value=8000),Entry(timestamp=2023-03-01, value=1000),Entry(timestamp=2023-03-01, value=-1),Entry(timestamp=2023-03-01, value=-1),Entry(timestamp=2023-03-01, value=1000),Entry(timestamp=2023-03-01, value=-1),Entry(timestamp=2023-03-01, value=-1),Entry(timestamp=2023-03-01, value=-1),Entry(timestamp=2023-03-01, value=-1),Entry(timestamp=2023-03-01, value=-1),Entry(timestamp=2023-03-01, value=-1),Entry(timestamp=2023-03-01, value=-1),Entry(timestamp=2023-03-01, value=-1),Entry(timestamp=2023-03-01, value=-1),Entry(timestamp=2023-03-01, value=-1),Entry(timestamp=2023-03-01, value=-1),Entry(timestamp=2023-03-01, value=-1),Entry(timestamp=2023-03-01, value=-1),Entry(timestamp=2023-03-01, value=-1),Entry(timestamp=2023-03-01, value=-1),Entry(timestamp=2023-03-01, value=-1),Entry(timestamp=2023-03-01, value=-1),
2023-02-28,Entry(timestamp=2023-02-28, value=2),Entry(timestamp=2023-02-28, value=2),Entry(timestamp=2023-02-28, value=9000),Entry(timestamp=2023-02-28, value=2050),Entry(timestamp=2023-02-28, value=-1),Entry(timestamp=2023-02-28, value=-1),Entry(timestamp=2023-02-28, value=-1),Entry(timestamp=2023-02-28, value=1000),Entry(timestamp=2023-02-28, value=-1),Entry(timestamp=2023-02-28, value=2),Entry(timestamp=2023-02-28, value=2),Entry(timestamp=2023-02-28, value=-1),Entry(timestamp=2023-02-28, value=-1),Entry(timestamp=2023-02-28, value=-1),Entry(timestamp=2023-02-28, value=-1),Entry(timestamp=2023-02-28, value=-1),Entry(timestamp=2023-02-28, value=-1),Entry(timestamp=2023-02-28, value=2),Entry(timestamp=2023-02-28, value=-1),Entry(timestamp=2023-02-28, value=-1),Entry(timestamp=2023-02-28, value=-1),Entry(timestamp=2023-02-28, value=-1),Entry(timestamp=2023-02-28, value=-1),Entry(timestamp=2023-02-28, value=-1),
2023-02-27,Entry(timestamp=2023-02-27, value=2),Entry(timestamp=2023-02-27, value=2),Entry(timestamp=2023-02-27, value=11000),Entry(timestamp=2023-02-27, value=3000),Entry(timestamp=2023-02-27, value=-1),Entry(timestamp=2023-02-27, value=-1),Entry(timestamp=2023-02-27, value=-1),Entry(timestamp=2023-02-27, value=-1),Entry(timestamp=2023-02-27, value=-1),Entry(timestamp=2023-02-27, value=-1),Entry(timestamp=2023-02-27, value=2),Entry(timestamp=2023-02-27, value=-1),Entry(timestamp=2023-02-27, value=-1),Entry(timestamp=2023-02-27, value=-1),Entry(timestamp=2023-02-27, value=-1),Entry(timestamp=2023-02-27, value=-1),Entry(timestamp=2023-02-27, value=-1),Entry(timestamp=2023-02-27, value=-1),Entry(timestamp=2023-02-27, value=-1),Entry(timestamp=2023-02-27, value=-1),Entry(timestamp=2023-02-27, value=-1),Entry(timestamp=2023-02-27, value=-1),Entry(timestamp=2023-02-27, value=-1),Entry(timestamp=2023-02-27, value=-1),
2023-02-26,Entry(timestamp=2023-02-26, value=2),Entry(timestamp=2023-02-26, value=2),Entry(timestamp=2023-02-26, value=9400),Entry(timestamp=2023-02-26, value=2000),Entry(timestamp=2023-02-26, value=-1),Entry(timestamp=2023-02-26, value=-1),Entry(timestamp=2023-02-26, value=1000),Entry(timestamp=2023-02-26, value=-1),Entry(timestamp=2023-02-26, value=-1),Entry(timestamp=2023-02-26, value=-1),Entry(timestamp=2023-02-26, value=0),Entry(timestamp=2023-02-26, value=-1),Entry(timestamp=2023-02-26, value=-1),Entry(timestamp=2023-02-26, value=-1),Entry(timestamp=2023-02-26, value=-1),Entry(timestamp=2023-02-26, value=-1),Entry(timestamp=2023-02-26, value=-1),Entry(timestamp=2023-02-26, value=-1),Entry(timestamp=2023-02-26, value=-1),Entry(timestamp=2023-02-26, value=-1),Entry(timestamp=2023-02-26, value=-1),Entry(timestamp=2023-02-26, value=-1),Entry(timestamp=2023-02-26, value=-1),Entry(timestamp=2023-02-26, value=-1),
2023-02-25,Entry(timestamp=2023-02-25, value=2),Entry(timestamp=2023-02-25, value=2),Entry(timestamp=2023-02-25, value=10200),Entry(timestamp=2023-02-25, value=1300),Entry(timestamp=2023-02-25, value=-1),Entry(timestamp=2023-02-25, value=2),Entry(timestamp=2023-02-25, value=1000),Entry(timestamp=2023-02-25, value=-1),Entry(timestamp=2023-02-25, value=-1),Entry(timestamp=2023-02-25, value=-1),Entry(timestamp=2023-02-25, value=-1),Entry(timestamp=2023-02-25, value=-1),Entry(timestamp=2023-02-25, value=-1),Entry(timestamp=2023-02-25, value=-1),Entry(timestamp=2023-02-25, value=-1),Entry(timestamp=2023-02-25, value=-1),Entry(timestamp=2023-02-25, value=-1),Entry(timestamp=2023-02-25, value=-1),Entry(timestamp=2023-02-25, value=-1),Entry(timestamp=2023-02-25, value=-1),Entry(timestamp=2023-02-25, value=-1),Entry(timestamp=2023-02-25, value=-1),Entry(timestamp=2023-02-25, value=-1),Entry(timestamp=2023-02-25, value=-1),
2023-02-24,Entry(timestamp=2023-02-24, value=-1),Entry(timestamp=2023-02-24, value=-1),Entry(timestamp=2023-02-24, value=10250),Entry(timestamp=2023-02-24, value=1150),Entry(timestamp=2023-02-24, value=-1),Entry(timestamp=2023-02-24, value=-1),Entry(timestamp=2023-02-24, value=-1),Entry(timestamp=2023-02-24, value=-1),Entry(timestamp=2023-02-24, value=-1),Entry(timestamp=2023-02-24, value=-1),Entry(timestamp=2023-02-24, value=-1),Entry(timestamp=2023-02-24, value=-1),Entry(timestamp=2023-02-24, value=-1),Entry(timestamp=2023-02-24, value=-1),Entry(timestamp=2023-02-24, value=-1),Entry(timestamp=2023-02-24, value=-1),Entry(timestamp=2023-02-24, value=-1),Entry(timestamp=2023-02-24, value=-1),Entry(timestamp=2023-02-24, value=-1),Entry(timestamp=2023-02-24, value=-1),Entry(timestamp=2023-02-24, value=-1),Entry(timestamp=2023-02-24, value=-1),Entry(timestamp=2023-02-24, value=-1),Entry(timestamp=2023-02-24, value=-1),
2023-02-23,Entry(timestamp=2023-02-23, value=2),Entry(timestamp=2023-02-23, value=2),Entry(timestamp=2023-02-23, value=9300),Entry(timestamp=2023-02-23, value=1400),Entry(timestamp=2023-02-23, value=-1),Entry(timestamp=2023-02-23, value=-1),Entry(timestamp=2023-02-23, value=-1),Entry(timestamp=2023-02-23, value=1000),Entry(timestamp=2023-02-23, value=-1),Entry(timestamp=2023-02-23, value=-1),Entry(timestamp=2023-02-23, value=-1),Entry(timestamp=2023-02-23, value=-1),Entry(timestamp=2023-02-23, value=-1),Entry(timestamp=2023-02-23, value=-1),Entry(timestamp=2023-02-23, value=-1),Entry(timestamp=2023-02-23, value=-1),Entry(timestamp=2023-02-23, value=-1),Entry(timestamp=2023-02-23, value=2),Entry(timestamp=2023-02-23, value=-1),Entry(timestamp=2023-02-23, value=-1),Entry(timestamp=2023-02-23, value=-1),Entry(timestamp=2023-02-23, value=-1),Entry(timestamp=2023-02-23, value=-1),Entry(timestamp=2023-02-23, value=-1),
2023-02-22,Entry(timestamp=2023-02-22, value=2),Entry(timestamp=2023-02-22, value=2),Entry(timestamp=2023-02-22, value=8000),Entry(timestamp=2023-02-22, value=1550),Entry(timestamp=2023-02-22, value=-1),Entry(timestamp=2023-02-22, value=-1),Entry(timestamp=2023-02-22, value=1000),Entry(timestamp=2023-02-22, value=-1),Entry(timestamp=2023-02-22, value=-1),Entry(timestamp=2023-02-22, value=2),Entry(timestamp=2023-02-22, value=-1),Entry(timestamp=2023-02-22, value=-1),Entry(timestamp=2023-02-22, value=-1),Entry(timestamp=2023-02-22, value=-1),Entry(timestamp=2023-02-22, value=-1),Entry(timestamp=2023-02-22, value=-1),Entry(timestamp=2023-02-22, value=-1),Entry(timestamp=2023-02-22, value=-1),Entry(timestamp=2023-02-22, value=-1),Entry(timestamp=2023-02-22, value=-1),Entry(timestamp=2023-02-22, value=-1),Entry(timestamp=2023-02-22, value=-1),Entry(timestamp=2023-02-22, value=-1),Entry(timestamp=2023-02-22, value=-1),
2023-02-21,Entry(timestamp=2023-02-21, value=2),Entry(timestamp=2023-02-21, value=2),Entry(timestamp=2023-02-21, value=7000),Entry(timestamp=2023-02-21, value=1000),Entry(timestamp=2023-02-21, value=-1),Entry(timestamp=2023-02-21, value=-1),Entry(timestamp=2023-02-21, value=1000),Entry(timestamp=2023-02-21, value=-1),Entry(timestamp=2023-02-21, value=-1),Entry(timestamp=2023-02-21, value=2),Entry(timestamp=2023-02-21, value=-1),Entry(timestamp=2023-02-21, value=2),Entry(timestamp=2023-02-21, value=-1),Entry(timestamp=2023-02-21, value=-1),Entry(timestamp=2023-02-21, value=-1),Entry(timestamp=2023-02-21, value=-1),Entry(timestamp=2023-02-21, value=-1),Entry(timestamp=2023-02-21, value=-1),Entry(timestamp=2023-02-21, value=-1),Entry(timestamp=2023-02-21, value=-1),Entry(timestamp=2023-02-21, value=-1),Entry(timestamp=2023-02-21, value=-1),Entry(timestamp=2023-02-21, value=-1),Entry(timestamp=2023-02-21, value=-1),
2023-02-20,Entry(timestamp=2023-02-20, value=2),Entry(timestamp=2023-02-20, value=-1),Entry(timestamp=2023-02-20, value=9000),Entry(timestamp=2023-02-20, value=50),Entry(timestamp=2023-02-20, value=-1),Entry(timestamp=2023-02-20, value=-1),Entry(timestamp=2023-02-20, value=-1),Entry(timestamp=2023-02-20, value=-1),Entry(timestamp=2023-02-20, value=-1),Entry(timestamp=2023-02-20, value=2),Entry(timestamp=2023-02-20, value=-1),Entry(timestamp=2023-02-20, value=-1),Entry(timestamp=2023-02-20, value=-1),Entry(timestamp=2023-02-20, value=-1),Entry(timestamp=2023-02-20, value=-1),Entry(timestamp=2023-02-20, value=-1),Entry(timestamp=2023-02-20, value=-1),Entry(timestamp=2023-02-20, value=-1),Entry(timestamp=2023-02-20, value=-1),Entry(timestamp=2023-02-20, value=-1),Entry(timestamp=2023-02-20, value=-1),Entry(timestamp=2023-02-20, value=-1),Entry(timestamp=2023-02-20, value=-1),Entry(timestamp=2023-02-20, value=-1),
2023-02-19,Entry(timestamp=2023-02-19, value=2),Entry(timestamp=2023-02-19, value=-1),Entry(timestamp=2023-02-19, value=11000),Entry(timestamp=2023-02-19, value=1300),Entry(timestamp=2023-02-19, value=-1),Entry(timestamp=2023-02-19, value=-1),Entry(timestamp=2023-02-19, value=3000),Entry(timestamp=2023-02-19, value=1000),Entry(timestamp=2023-02-19, value=-1),Entry(timestamp=2023-02-19, value=2),Entry(timestamp=2023-02-19, value=-1),Entry(timestamp=2023-02-19, value=2),Entry(timestamp=2023-02-19, value=-1),Entry(timestamp=2023-02-19, value=-1),Entry(timestamp=2023-02-19, value=-1),Entry(timestamp=2023-02-19, value=-1),Entry(timestamp=2023-02-19, value=-1),Entry(timestamp=2023-02-19, value=-1),Entry(timestamp=2023-02-19, value=-1),Entry(timestamp=2023-02-19, value=-1),Entry(timestamp=2023-02-19, value=2),Entry(timestamp=2023-02-19, value=-1),Entry(timestamp=2023-02-19, value=-1),Entry(timestamp=2023-02-19, value=-1),
2023-02-18,Entry(timestamp=2023-02-18, value=2),Entry(timestamp=2023-02-18, value=-1),Entry(timestamp=2023-02-18, value=9000),Entry(timestamp=2023-02-18, value=1450),Entry(timestamp=2023-02-18, value=-1),Entry(timestamp=2023-02-18, value=2),Entry(timestamp=2023-02-18, value=2000),Entry(timestamp=2023-02-18, value=-1),Entry(timestamp=2023-02-18, value=-1),Entry(timestamp=2023-02-18, value=2),Entry(timestamp=2023-02-18, value=-1),Entry(timestamp=2023-02-18, value=2),Entry(timestamp=2023-02-18, value=-1),Entry(timestamp=2023-02-18, value=-1),Entry(timestamp=2023-02-18, value=-1),Entry(timestamp=2023-02-18, value=-1),Entry(timestamp=2023-02-18, value=-1),Entry(timestamp=2023-02-18, value=-1),Entry(timestamp=2023-02-18, value=-1),Entry(timestamp=2023-02-18, value=-1),Entry(timestamp=2023-02-18, value=-1),Entry(timestamp=2023-02-18, value=-1),Entry(timestamp=2023-02-18, value=-1),Entry(timestamp=2023-02-18, value=-1),
2023-02-17,Entry(timestamp=2023-02-17, value=2),Entry(timestamp=2023-02-17, value=-1),Entry(timestamp=2023-02-17, value=9000),Entry(timestamp=2023-02-17, value=11000),Entry(timestamp=2023-02-17, value=-1),Entry(timestamp=2023-02-17, value=2),Entry(timestamp=2023-02-17, value=1000),Entry(timestamp=2023-02-17, value=3000),Entry(timestamp=2023-02-17, value=-1),Entry(timestamp=2023-02-17, value=-1),Entry(timestamp=2023-02-17, value=-1),Entry(timestamp=2023-02-17, value=-1),Entry(timestamp=2023-02-17, value=-1),Entry(timestamp=2023-02-17, value=-1),Entry(timestamp=2023-02-17, value=-1),Entry(timestamp=2023-02-17, value=2),Entry(timestamp=2023-02-17, value=-1),Entry(timestamp=2023-02-17, value=-1),Entry(timestamp=2023-02-17, value=2),Entry(timestamp=2023-02-17, value=2),Entry(timestamp=2023-02-17, value=-1),Entry(timestamp=2023-02-17, value=-1),Entry(timestamp=2023-02-17, value=-1),Entry(timestamp=2023-02-17, value=-1),
2023-02-16,Entry(timestamp=2023-02-16, value=2),Entry(timestamp=2023-02-16, value=2),Entry(timestamp=2023-02-16, value=8400),Entry(timestamp=2023-02-16, value=550),Entry(timestamp=2023-02-16, value=-1),Entry(timestamp=2023-02-16, value=2),Entry(timestamp=2023-02-16, value=1000),Entry(timestamp=2023-02-16, value=-1),Entry(timestamp=2023-02-16, value=-1),Entry(timestamp=2023-02-16, value=2),Entry(timestamp=2023-02-16, value=-1),Entry(timestamp=2023-02-16, value=-1),Entry(timestamp=2023-02-16, value=-1),Entry(timestamp=2023-02-16, value=-1),Entry(timestamp=2023-02-16, value=-1),Entry(timestamp=2023-02-16, value=-1),Entry(timestamp=2023-02-16, value=-1),Entry(timestamp=2023-02-16, value=-1),Entry(timestamp=2023-02-16, value=-1),Entry(timestamp=2023-02-16, value=-1),Entry(timestamp=2023-02-16, value=-1),Entry(timestamp=2023-02-16, value=-1),Entry(timestamp=2023-02-16, value=-1),Entry(timestamp=2023-02-16, value=-1),
